,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,YEAR_BUILD,YEAR_SOLD,AGE_OF_HOUSE
136,P00717,Chrompet,885,2013-09-19,122,1.0,1.0,3,Family,No,1981-09-27,House,ELO,No Access,RM,4.6,2.7,2.1,3.09,237422,107919,7194600,1981,2013,32
137,P06064,KK Nagar,1688,2009-10-30,148,2.0,1.0,4,AbNormal,Yes,1994-03-11,House,NoSeWa,Gravel,RM,2.0,2.5,4.4,3.11,547810,285318,11412700,1994,2009,15
138,P08625,Adyar,1236,2007-10-17,108,2.0,2.0,4,Family,No,1970-10-26,Commercial,ELO,Gravel,A,3.7,3.5,4.4,4.01,481414,24071,12035355,1970,2007,37
139,P02917,Karapakkam,926,2011-06-29,98,1.0,1.0,3,Family,No,1991-04-07,House,ELO,Gravel,RL,4.3,4.8,2.9,3.89,288834,68770,6877000,1991,2011,20
140,P06881,KK Nagar,1686,2009-04-30,57,2.0,1.0,4,AbNormal,No,1985-06-05,Others,NoSeWa,Paved,RM,3.2,2.7,3.9,3.33,382817,196582,10346400,1985,2009,24
141,P05823,Karapakkam,1344,2009-12-16,129,2.0,2.0,4,AdjLand,No,1959-12-29,Commercial,NoSeWa,Gravel,RH,4.6,4.2,3.3,3.96,453999,259428,10809500,1959,2009,50
142,P01492,KK Nagar,1437,2012-02-04,104,2.0,1.0,4,Family,No,1989-08-04,Others,AllPub,Gravel,RM,3.8,4.6,2.6,3.56,489629,102006,10200600,1989,2012,23
143,P06226,Karapakkam,1430,2009-02-10,17,2.0,2.0,4,AbNormal,Yes,1999-05-10,Others,NoSeWa,No Access,A,4.3,3.2,3.8,3.5032537884152344,238887,106172,6635750,1999,2009,10
144,P07481,Adyar,1081,2008-10-26,85,1.0,1.0,3,Family,No,1978-03-11,House,AllPub,No Access,C,3.5,3.1,3.2,3.27,241416,6190,6190150,1978,2008,30
145,P05518,Karapakkam,1352,2010-09-02,1,2.0,2.0,4,Normal Sale,Yes,1983-02-16,House,ELO,Gravel,A,3.0,2.0,3.5,2.9,240768,123638,6507250,1983,2010,27
146,P06801,KK Nagar,1986,2009-05-19,109,3.0,2.0,5,Normal Sale,No,1979-05-27,House,AllPub,Gravel,RM,4.9,3.6,4.6,4.39,476717,227008,11350400,1979,2009,30
147,P07373,Anna Nagar,1758,2008-05-12,164,1.0,1.0,4,Partial,Yes,1966-12-16,Commercial,AllPub,No Access,RL,3.5,2.9,4.0,3.55,713565,231426,19285540,1966,2008,42
148,P04399,Karapakkam,607,2010-08-09,121,1.0,1.0,2,Normal Sale,No,1964-09-19,Others,NoSeWa,Gravel,RL,4.2,4.9,2.2,3.61,175699,117133,5856625,1964,2010,46
149,P07490,KK Nagar,2139,2008-10-24,136,3.0,2.0,5,Normal Sale,Yes,1987-10-30,Others,NoSeWa,Paved,RL,2.3,4.1,2.4,2.88,424048,249440,12472000,1987,2008,21
150,P05417,KK Nagar,1488,2010-02-28,97,2.0,1.0,4,Partial,No,1983-07-03,Others,AllPub,Paved,RH,2.3,5.0,4.1,3.83,405211,202606,8441900,1983,2010,27
151,P09702,Velachery,1645,2006-01-27,96,2.0,1.0,4,Partial,No,1980-03-02,House,NoSeWa,No Access,RH,3.7,4.5,2.1,3.58,250118,75793,7579320,1980,2006,26
152,P05869,Chrompet,950,2009-07-12,177,1.0,1.0,3,Normal Sale,Yes,1983-12-14,Others,NoSeWa,Gravel,RL,3.7,2.6,3.4,3.17,273252,146385,9759000,1983,2009,26
153,P00534,Chrompet,928,2014-01-25,90,1.0,1.0,3,Partial,Yes,2010-01-26,Commercial,AllPub,Gravel,RH,2.1,3.8,3.7,3.26,409985,62119,12423800,2010,2014,4
154,P07334,Velachery,1693,2008-12-17,145,2.0,1.0,4,Normal Sale,Yes,1955-12-31,Commercial,NoSeWa,Paved,RM,4.1,2.7,4.1,3.47,604335,108470,15495760,1955,2008,53
155,P08511,Velachery,1873,2007-02-12,0,3.0,2.0,5,Family,Yes,1986-07-12,Others,ELO,No Access,RL,4.8,3.4,3.9,3.9,363735,198401,11022270,1986,2007,21
156,P04112,Adyar,721,2010-04-11,145,1.0,1.0,2,Partial,No,2000-06-11,Others,NoSeWa,Paved,RL,3.4,2.8,4.6,3.88,273800,60844,7605550,2000,2010,10
157,P02262,Karapakkam,1190,2011-03-11,37,1.0,1.0,3,Family,Yes,1982-10-11,House,NoSeWa,Gravel,RH,4.3,4.1,3.8,4.04,342613,127484,7967750,1982,2011,29
158,P03305,KK Nagar,1593,2011-04-17,9,2.0,1.0,4,Partial,No,1994-04-21,Others,AllPub,Paved,RH,3.2,3.2,4.2,3.6,402606,223670,8946800,1994,2011,17
159,P05447,Chrompet,786,2010-02-22,181,1.0,1.0,2,AbNormal,Yes,1998-02-25,Others,ELO,Gravel,RL,4.4,4.8,4.3,4.53,249610,83203,9244820,1998,2010,12
160,P02126,Chrompet,1195,2011-06-12,93,1.0,1.0,3,AdjLand,No,1992-10-12,Others,NoSeWa,Paved,RL,3.0,4.7,3.2,3.74,265183,29465,9821600,1992,2011,19
161,P06964,Velachery,1824,2009-03-04,187,3.0,2.0,5,Normal Sale,No,1976-11-04,House,NoSeWa,Paved,I,3.9,2.3,4.1,3.5032537884152344,273570,76942,8549060,1976,2009,33
162,P08195,KK Nagar,1906,2008-03-26,81,3.0,2.0,5,AbNormal,Yes,2001-03-28,Commercial,NoSeWa,Paved,RH,3.7,4.7,3.0,3.72,792637,206086,15852740,2001,2008,7
163,P04311,Adyar,656,2010-09-24,20,1.0,1.0,2,AbNormal,No,2001-09-26,Commercial,AllPub,Paved,I,4.5,2.3,2.3,2.96,280244,113849,8757635,2001,2010,9
164,P08974,Chrompet,727,2007-05-28,84,1.0,1.0,2,AbNormal,No,1991-01-06,Others,ELO,Gravel,RM,3.1,4.3,2.5,3.4,218816,100992,8415990,1991,2007,16
165,P04824,Adyar,931,2010-06-24,37,1.0,1.0,3,Family,Yes,1977-02-07,Others,ELO,Paved,RM,2.0,3.6,4.0,3.32,367617,19871,9935595,1977,2010,33
166,P09337,Velachery,1898,2007-12-01,108,3.0,2.0,5,AdjLand,Yes,1969-01-21,Commercial,ELO,No Access,RM,3.9,2.7,4.4,3.51,581625,332357,16617860,1969,2007,38
167,P08903,Anna Nagar,1698,2007-06-27,15,1.0,1.0,4,Family,No,1967-07-07,House,NoSeWa,Gravel,RM,5.0,4.9,3.1,4.215,359949,198593,12412050,1967,2007,40
168,P08975,T Nagar,1926,2007-05-27,193,2.0,1.0,5,AdjLand,Yes,1990-05-31,Commercial,NoSeWa,No Access,RM,4.2,4.9,3.1,3.88,633655,203675,22630540,1990,2007,17
169,P03906,Karapakkam,1481,2010-12-17,144,2.0,2.0,4,Partial,Yes,1972-12-26,Commercial,AllPub,Paved,A,3.7,4.9,2.3,3.5,485174,178227,9901500,1972,2010,38
170,P08737,Anna Nagar,1506,2007-06-09,122,1.0,1.0,4,Family,No,1974-09-14,House,ELO,No Access,RM,3.9,3.4,2.1,3.055,417996,177648,10449910,1974,2007,33
171,P00163,Chrompet,1020,2014-01-11,95,1.0,1.0,3,Family,No,1990-07-11,House,NoSeWa,No Access,RM,4.2,2.4,4.1,3.45,206664,31794,7948600,1990,2014,24
172,P07499,Chrompet,889,2008-10-21,196,1.0,1.0,3,AbNormal,No,1987-10-27,Others,ELO,Gravel,RM,5.0,2.4,2.0,3.06,300256,136480,9098680,1987,2008,21
173,P01939,Chrompet,1015,2012-11-01,147,1.0,1.0,3,Family,Yes,1977-01-19,House,AllPub,Paved,RH,3.9,4.4,2.0,3.53,275314,66743,8342850,1977,2012,35
174,P03550,T Nagar,1682,2011-04-03,78,1.0,1.0,4,AbNormal,No,1976-12-03,Commercial,AllPub,Gravel,RH,3.7,3.0,3.5,3.435,690507,111974,18662350,1976,2011,35
175,P00920,Chrompet,869,2013-01-05,39,1.0,1.0,3,Family,No,1995-06-05,Others,NoSeWa,No Access,RM,4.3,4.8,3.3,4.2,220661,138935,8172630,1995,2013,18
176,P01500,Karapakkam,1445,2012-03-29,20,2.0,2.0,4,Family,No,1988-04-04,House,NoSeWa,No Access,I,4.9,2.9,2.5,3.34,216691,87848,5856500,1988,2012,24
177,P00340,Anna Nagar,1919,2014-06-25,178,2.0,1.0,5,Partial,Yes,2001-06-28,House,NoSeWa,Gravel,RM,2.4,5.0,3.3,3.41,544054,117633,14704160,2001,2014,13
178,P02832,Adyar,1243,2011-07-17,141,2.0,2.0,4,Normal Sale,Yes,1975-07-26,Commercial,NoSeWa,Paved,C,3.9,4.3,2.2,3.13,440895,26721,13360440,1975,2011,36
179,P04417,Karapakkam,857,2010-05-09,158,1.0,1.0,2,Normal Sale,No,1993-09-09,House,ELO,Paved,I,3.6,2.4,3.4,3.16,236556,59139,4928250,1993,2010,17
180,P05246,Karapakkam,1055,2010-03-04,174,1.0,1.0,3,AdjLand,Yes,1962-04-15,Others,NoSeWa,Gravel,I,3.7,2.3,4.8,3.72,226769,117042,7315125,1962,2010,48
181,P02863,KK Nagar,1778,2011-10-07,94,3.0,2.0,5,Family,No,2003-12-07,Others,NoSeWa,Gravel,RL,3.1,3.9,4.4,3.86,340948,153976,10998320,2003,2011,8
182,P03006,Karapakkam,851,2011-06-15,124,1.0,1.0,2,AdjLand,No,1970-06-25,Others,ELO,Paved,A,3.8,4.8,2.6,3.62,181073,39364,3936375,1970,2011,41
183,P08264,Chrompet,1021,2008-06-03,82,1.0,1.0,3,Partial,Yes,2004-07-03,Others,NoSeWa,No Access,RL,2.0,2.5,4.6,2.98,276053,147228,9201770,2004,2008,4
184,P04420,KK Nagar,2203,2010-04-09,76,3.0,2.0,5,AbNormal,Yes,1988-09-09,Commercial,NoSeWa,Paved,RL,2.9,2.0,4.0,3.07,572520,339934,17891240,1988,2010,22
185,P04928,Karapakkam,613,2010-01-06,81,1.0,1.0,2,Family,No,1980-08-06,Commercial,NoSeWa,No Access,I,4.6,4.3,2.3,3.59,195491,66879,5144500,1980,2010,30
186,P08752,Adyar,738,2007-02-09,69,1.0,1.0,2,Partial,No,1989-06-09,Commercial,NoSeWa,No Access,I,2.4,4.7,5.0,3.5032537884152344,324194,8313,8312670,1989,2007,18
187,P03833,Karapakkam,1489,2011-03-01,177,2.0,2.0,4,AdjLand,No,1982-10-01,House,ELO,Gravel,RH,4.4,3.2,4.0,3.88,384348,200181,8007250,1982,2011,29
188,P06156,Karapakkam,795,2009-11-10,73,1.0,1.0,2,AbNormal,Yes,2000-10-13,House,NoSeWa,Gravel,RM,3.4,2.6,4.9,3.76,254378,127189,8479250,2000,2009,9
189,P01763,Velachery,1909,2012-11-02,11,3.0,2.0,5,Family,Yes,1979-02-19,Others,AllPub,Gravel,A,4.6,4.1,5.0,4.5,303875,212712,10129160,1979,2012,33
190,P02399,Chrompet,1252,2011-12-10,190,2.0,1.0,4,Family,No,1999-10-15,House,AllPub,No Access,RM,3.6,4.9,4.6,4.42,265502,47411,9482200,1999,2011,12
191,P03260,Karapakkam,1077,2011-04-24,144,1.0,1.0,3,AbNormal,No,1978-02-05,Commercial,ELO,Paved,RM,3.3,4.9,4.2,4.14,305249,246169,9846750,1978,2011,33
192,P08138,KK Nagar,1524,2008-11-04,73,2.0,1.0,4,Normal Sale,No,1981-04-18,Others,NoSeWa,Paved,RH,3.6,2.7,2.8,3.01,303654,208220,8675820,1981,2008,27
193,P07941,Chrompet,1049,2008-06-16,36,1.0,1.0,3,Partial,Yes,1997-06-19,House,ELO,Gravel,RM,4.2,4.9,3.4,4.24,328398,133412,10262450,1997,2008,11
194,P08181,Velachery,1780,2008-03-29,194,2.0,1.0,4,AbNormal,No,1953-12-04,Others,AllPub,Gravel,C,4.7,2.0,2.9,2.95,329500,130066,8671050,1953,2008,55
195,P07510,Chrompet,946,2008-10-18,14,1.0,1.0,3,AdjLand,No,1991-10-23,Commercial,ELO,No Access,RL,3.8,3.1,4.5,3.73,368463,111656,11165550,1991,2008,17
196,P07420,Chrompet,906,2008-11-18,116,1.0,1.0,3,Partial,Yes,1976-11-26,House,NoSeWa,Gravel,RM,3.2,4.6,3.2,3.76,302874,28394,9464800,1976,2008,32
197,P04010,KK Nagar,2344,2010-11-25,71,4.0,2.0,6,AbNormal,No,1986-01-12,Commercial,NoSeWa,Gravel,RM,4.9,3.2,4.4,4.19,622046,471247,18849880,1986,2010,24
198,P06446,Adyar,929,2009-08-18,76,1.0,1.0,3,AdjLand,Yes,1994-08-22,Others,NoSeWa,Paved,RH,2.4,2.3,2.7,2.53,341295,75843,9480425,1994,2009,15
199,P06517,Anna Nagar,1843,2009-02-08,158,2.0,1.0,5,AdjLand,No,1994-06-08,House,ELO,No Access,RL,3.9,3.4,3.3,3.535,318884,147177,12264750,1994,2009,15
200,P06871,Anna Nagar,1918,2009-02-05,187,2.0,1.0,5,Partial,Yes,1974-11-05,Commercial,AllPub,Gravel,RL,3.2,2.5,2.3,2.665,809377,218751,21875050,1974,2009,35
201,P07432,KK Nagar,1507,2008-10-11,54,2.0,1.0,4,Normal Sale,Yes,1989-11-15,Commercial,AllPub,Paved,RH,3.2,4.8,3.0,3.6,636313,243694,13538580,1989,2008,19
202,P03326,KK Nagar,1499,2011-04-13,89,2.0,1.0,4,Family,No,2005-04-14,House,AllPub,Gravel,RH,2.5,3.0,4.6,3.49,372805,186403,8876320,2005,2011,6
203,P01979,KK Nagar,1526,2012-04-01,64,2.0,1.0,4,Normal Sale,Yes,1990-09-01,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040,1990,2012,22
204,P07185,Anna Nagar,1855,2009-01-26,82,2.0,1.0,5,AbNormal,Yes,1999-01-29,Commercial,NoSeWa,Paved,RH,3.3,2.1,4.8,3.6,839848,188966,20996200,1999,2009,10
205,P03108,Karapakkam,1627,2011-05-25,39,2.0,2.0,4,Normal Sale,Yes,1981-01-06,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,308418,99782,9071125,1981,2011,30
206,P05849,Velachery,1846,2009-11-12,28,3.0,2.0,5,AbNormal,No,1970-12-21,House,AllPub,Gravel,RM,3.6,3.9,2.0,3.26,378554,129790,10815830,1970,2009,39
207,P04250,KK Nagar,2019,2010-06-10,65,3.0,2.0,5,AbNormal,Yes,1994-10-10,Others,NoSeWa,Paved,RM,3.8,3.1,3.2,3.35,601718,230445,12802500,1994,2010,16
208,P03292,Karapakkam,1578,2011-04-18,153,2.0,2.0,4,Normal Sale,Yes,1998-04-21,Others,AllPub,Gravel,I,4.3,4.6,3.4,3.5032537884152344,295508,238313,9532500,1998,2011,13
209,P08027,Velachery,1780,2008-05-16,115,2.0,1.0,4,Family,Yes,1983-05-23,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,453788,173507,13346700,1983,2008,25
210,P03347,Karapakkam,662,2011-10-04,148,1.0,1.0,2,Partial,No,1973-04-19,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,143765,65348,4356500,1973,2011,38
211,P05714,Chrompet,1005,2010-06-01,17,1.0,1.0,3,Family,No,1984-01-13,Commercial,NoSeWa,Gravel,RL,2.2,2.8,4.9,3.25,355456,183857,12257100,1984,2010,26
212,P04299,Karapakkam,839,2010-09-27,102,1.0,1.0,2,Partial,No,1990-02-10,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,192724,49206,4100500,1990,2010,20
213,P07890,Anna Nagar,1698,2008-02-07,76,1.0,1.0,4,Partial,No,1974-11-07,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,403460,80692,11527430,1974,2008,34
214,P08044,Adyar,878,2008-12-05,16,1.0,1.0,3,Partial,Yes,1989-05-17,House,NoSeWa,Paved,A,5.0,3.3,5.0,4.66,225847,6453,6452785,1989,2008,19
215,P07866,Chrompet,835,2008-09-07,77,1.0,1.0,3,Partial,Yes,1971-07-19,House,ELO,Paved,RM,3.8,4.5,3.0,3.84,227738,33739,8434750,1971,2008,37
216,P03262,Chrompet,911,2011-04-24,84,1.0,1.0,3,Partial,Yes,1978-02-05,Others,ELO,No Access,RH,3.8,3.8,2.0,3.26,245118,37139,7427820,1978,2011,33
217,P09528,Velachery,1796,2006-10-24,176,2.0,1.0,4,AdjLand,Yes,1956-05-11,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,318687,118370,9105350,1956,2006,50
218,P06089,Karapakkam,1004,2009-10-25,182,1.0,1.0,3,AdjLand,No,1981-01-11,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,193582,75544,4721500,1981,2009,28
219,P05826,Anna Nagar,1694,2009-12-16,86,1.0,1.0,4,Normal Sale,No,1982-12-23,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,377250,213775,12575010,1982,2009,27
220,P02984,Karapakkam,1244,2011-06-18,50,1.0,1.0,3,AbNormal,Yes,1980-06-25,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,246535,143150,7952750,1980,2011,31
221,P05451,Karapakkam,588,2010-02-21,163,1.0,1.0,2,Partial,No,1986-02-27,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,228220,57055,5705500,1986,2010,24
222,P03403,KK Nagar,2342,2011-02-04,69,4.0,2.0,6,AdjLand,Yes,2004-03-04,House,NoSeWa,Paved,RL,4.1,3.8,2.6,3.41,567545,180582,12898740,2004,2011,7
223,P08753,Velachery,1835,2007-01-09,88,3.0,2.0,5,Normal Sale,No,1978-08-09,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,418181,182284,10722580,1978,2007,29
224,P08480,Anna Nagar,1977,2007-12-17,84,2.0,1.0,5,Partial,Yes,1964-12-27,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,423089,211544,14102960,1964,2007,43
225,P03822,KK Nagar,1961,2011-06-01,104,3.0,2.0,5,AbNormal,Yes,1996-10-01,Commercial,NoSeWa,Gravel,RM,2.0,2.6,3.2,2.66,792581,387484,17612900,1996,2011,15
226,P09994,Velachery,1517,2004-04-24,82,2.0,1.0,4,Normal Sale,Yes,1992-04-27,House,NoSeWa,No Access,A,3.2,3.5,3.8,3.52,257288,85763,7146890,1992,2004,12
227,P06686,KK Nagar,2409,2009-06-26,103,4.0,2.0,6,Partial,Yes,1984-02-07,Others,NoSeWa,Gravel,RL,4.3,4.0,2.0,3.29,606442,242577,13476480,1984,2009,25
228,P09839,Velachery,1864,2005-03-16,187,3.0,2.0,5,Partial,No,1982-03-22,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,528520,181207,15100560,1982,2005,23
229,P07907,Velachery,1643,2008-06-27,52,2.0,1.0,4,Family,Yes,1977-05-07,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020,1977,2008,31
230,P01575,Adyar,1015,2012-03-15,76,1.0,1.0,3,Family,Yes,2004-03-17,Commercial,NoSeWa,No Access,C,4.6,2.2,2.3,2.97,370412,112246,11224620,2004,2012,8
231,P05854,Anna Nagar,1700,2009-10-12,135,1.0,1.0,4,Normal Sale,Yes,1977-12-18,Others,NoSeWa,No Access,RH,4.3,2.7,2.4,3.14,424219,174679,12477040,1977,2009,32
232,P05279,Karapakkam,624,2010-03-25,34,1.0,1.0,2,Family,No,1979-02-04,Commercial,ELO,No Access,C,4.4,3.4,3.0,3.54,202228,92321,4396250,1979,2010,31
233,P08056,Chrompet,980,2008-08-05,84,1.0,1.0,3,Normal Sale,No,1991-05-13,Commercial,NoSeWa,Paved,RL,3.0,3.8,4.6,3.8,380824,130908,11900750,1991,2008,17
234,P05180,Karapakkam,1003,2010-04-14,196,1.0,1.0,3,AbNormal,Yes,1990-04-19,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,373330,161440,10090000,1990,2010,20
235,P06772,Adyar,1072,2009-05-29,66,1.0,1.0,3,Family,Yes,2003-05-31,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,264308,33038,6607690,2003,2009,6
236,P05622,Karapakkam,808,2010-01-23,119,1.0,1.0,2,AdjLand,No,1975-01-02,House,NoSeWa,Gravel,C,3.1,2.4,3.0,2.85,161577,90293,4752250,1975,2010,35
237,P03766,Chrompet,1027,2011-01-14,131,1.0,1.0,3,Normal Sale,No,1990-01-19,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,215799,44648,7441350,1990,2011,21
238,P05493,Karapakkam,696,2010-02-14,84,1.0,1.0,2,Normal Sale,No,1999-02-17,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,212561,77295,6441250,1999,2010,11
239,P05498,Velachery,1716,2010-02-13,86,2.0,1.0,4,Family,Yes,2002-02-15,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,414394,155398,10359860,2002,2010,8
240,P03329,Velachery,1878,2011-12-04,18,3.0,2.0,5,Family,No,2005-04-13,Commercial,AllPub,Paved,C,5.0,2.6,4.8,3.86,573149,257917,14328720,2005,2011,6
241,P02091,KK Nagar,1699,2011-12-12,98,2.0,1.0,4,Normal Sale,Yes,1995-12-16,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,457764,125885,11444100,1995,2011,16
242,P01651,KK Nagar,1626,2012-03-03,188,2.0,1.0,4,AbNormal,No,1988-09-03,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,348490,135524,9680280,1988,2012,24
243,P07585,KK Nagar,1730,2008-09-27,200,2.0,1.0,4,Normal Sale,No,1990-02-10,Commercial,NoSeWa,Gravel,RL,2.1,3.5,3.5,3.08,589574,235830,14739360,1990,2008,18
244,P09195,Chrompet,996,2007-03-03,78,1.0,1.0,3,Family,No,1985-08-03,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,295007,151974,8939620,1985,2007,22
245,P00166,Chrompet,1277,2014-10-29,111,2.0,1.0,4,AdjLand,Yes,1998-02-11,Commercial,AllPub,No Access,RM,4.0,3.8,3.4,3.74,518443,47131,15710400,1998,2014,16
246,P00927,Chrompet,906,2013-04-29,64,1.0,1.0,3,Normal Sale,No,1981-07-05,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600,1981,2013,32
247,P01999,Anna Nagar,1976,2011-12-31,112,2.0,1.0,5,Partial,No,1972-10-01,House,NoSeWa,Paved,RL,5.0,2.9,2.2,3.355,369002,110700,12300050,1972,2011,39
248,P04891,Velachery,1776,2010-09-06,120,2.0,1.0,4,Normal Sale,Yes,1989-06-14,House,NoSeWa,Paved,RH,4.9,2.4,3.4,3.5032537884152344,319653,89903,9989170,1989,2010,21
249,P03800,Karapakkam,1402,2011-08-01,112,2.0,2.0,4,Normal Sale,No,1981-01-15,House,NoSeWa,Gravel,I,3.7,3.6,5.0,4.19,257761,111464,6966500,1981,2011,30
250,P07958,Chrompet,1160,2008-11-06,138,1.0,1.0,3,AdjLand,Yes,1978-06-19,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,255525,104103,9463900,1978,2008,30
251,P09676,Velachery,1957,2006-03-17,134,3.0,2.0,5,Normal Sale,Yes,1981-03-23,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,547180,243191,15199450,1981,2006,25
252,P01737,T Nagar,1887,2012-02-17,48,2.0,1.0,5,AdjLand,No,1992-02-22,Commercial,NoSeWa,No Access,RL,2.3,2.4,3.3,2.775,573985,348491,20499450,1992,2012,20
253,P07362,Velachery,1859,2008-08-12,142,3.0,2.0,5,Normal Sale,Yes,1960-12-20,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,297756,138953,9925210,1960,2008,48
254,P09402,Chrompet,747,2006-12-21,168,1.0,1.0,2,Family,Yes,2001-12-22,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,336707,157130,11223550,2001,2006,5
255,P06908,Adyar,985,2009-04-21,159,1.0,1.0,3,Partial,Yes,2002-04-23,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,265662,44277,7379505,2002,2009,7
256,P01178,Chrompet,1024,2012-11-11,77,1.0,1.0,3,Normal Sale,Yes,1996-11-15,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,302285,108823,12091400,1996,2012,16
257,P05817,Velachery,1600,2009-12-17,148,2.0,1.0,4,Family,Yes,1984-12-23,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,315906,94772,10530200,1984,2009,25
258,P00699,Chrompet,1276,2013-10-10,141,2.0,1.0,4,Normal Sale,No,1977-10-19,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,316936,163270,9604120,1977,2013,36
259,P04841,Chrompet,1159,2010-06-20,90,1.0,1.0,3,Family,Yes,1974-06-29,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,253758,108754,9062800,1974,2010,36
260,P01647,Karapakkam,1024,2012-03-03,142,1.0,1.0,3,AbNormal,Yes,1962-03-16,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,166198,94970,4748500,1962,2012,50
261,P04590,Adyar,1249,2010-04-08,93,2.0,2.0,4,AdjLand,No,1991-09-08,Commercial,NoSeWa,Paved,A,3.9,2.2,4.8,3.5032537884152344,417195,176992,12642285,1991,2010,19
262,P03908,Chrompet,839,2010-12-17,175,1.0,1.0,3,Normal Sale,Yes,1994-12-21,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,255008,72859,9107430,1994,2010,16
263,P08794,Chrompet,1286,2007-08-16,105,2.0,1.0,4,AbNormal,No,1973-08-24,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300,1973,2007,34
264,P02451,KK Nagar,2467,2011-02-10,69,4.0,2.0,6,AdjLand,No,1995-06-10,House,AllPub,Gravel,RL,3.0,3.6,2.4,2.94,581942,139160,12650920,1995,2011,16
265,P04850,Karapakkam,653,2010-06-18,121,1.0,1.0,2,AdjLand,No,1995-06-22,Commercial,ELO,No Access,RM,2.5,3.1,5.0,3.68,297775,160340,7635250,1995,2010,15
266,P05660,Karapakkam,606,2010-01-16,4,1.0,1.0,2,Family,Yes,1993-01-20,Others,NoSeWa,Gravel,RM,2.6,3.0,3.9,3.24,353430,117810,7854000,1993,2010,17
267,P09187,T Nagar,1837,2007-05-03,81,2.0,1.0,5,AdjLand,Yes,1978-12-03,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,488298,105578,13197230,1978,2007,29
268,P02390,Velachery,1880,2011-10-14,95,3.0,2.0,5,Family,Yes,1965-10-25,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,437429,109357,13669670,1965,2011,46
269,P03404,KK Nagar,2189,2011-02-04,1,3.0,2.0,5,AdjLand,Yes,1988-07-04,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,547496,456247,18249860,1988,2011,23
270,P09067,Velachery,1853,2007-04-22,123,3.0,2.0,5,AdjLand,Yes,1958-04-05,Commercial,NoSeWa,Paved,C,2.4,4.3,4.5,3.89,588293,279439,14707330,1958,2007,49
271,P00330,Chrompet,1057,2014-06-30,200,1.0,1.0,3,Normal Sale,No,1997-04-07,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,228621,27435,9144840,1997,2014,17
272,P09285,Adyar,723,2007-01-31,49,1.0,1.0,2,Family,No,1979-07-02,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,329098,142609,10969920,1979,2007,28
273,P05669,T Nagar,1812,2010-01-15,100,2.0,1.0,5,Family,No,1966-01-26,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640,1966,2010,44
