,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,AGE_OF_HOUSE,OVERALL_PRICE
258,2,1276,141,2.0,1.0,4,3,0,2,2,2,4,3.8,2.3,3.8,3.2,36,10084326
259,2,1159,90,1.0,1.0,3,2,1,1,1,0,3,4.3,3.3,2.6,3.39,36,9425312
260,4,1024,142,1.0,1.0,3,0,1,1,2,1,1,3.4,3.1,4.9,3.91,50,5009668
261,0,1249,93,2.0,2.0,4,1,0,0,2,2,0,3.9,2.2,4.8,3.5032537884152344,19,13236472
262,2,839,175,1.0,1.0,3,3,1,2,0,0,3,2.5,4.4,3.2,3.47,16,9435297
263,2,1286,105,2.0,1.0,4,0,0,1,0,1,5,2.2,2.2,4.9,3.01,34,9565199
264,3,2467,69,4.0,2.0,6,1,0,1,0,0,4,3.0,3.6,2.4,2.94,16,13372022
265,4,653,121,1.0,1.0,2,1,0,0,1,1,5,2.5,3.1,5.0,3.68,15,8093365
266,4,606,4,1.0,1.0,2,2,1,2,2,0,5,2.6,3.0,3.9,3.24,17,8325240
267,5,1837,81,2.0,1.0,5,1,1,1,1,1,4,4.3,4.1,4.8,4.475,29,13791106
268,6,1880,95,3.0,2.0,5,2,1,0,2,1,1,3.7,3.2,4.2,3.63,46,14216456
269,3,2189,1,3.0,2.0,5,1,1,0,0,0,3,2.3,4.7,4.5,3.9,23,19253603
270,6,1853,123,3.0,2.0,5,1,1,0,2,2,1,2.4,4.3,4.5,3.89,49,15575062
271,2,1057,200,1.0,1.0,3,3,0,2,0,2,4,4.3,3.2,2.6,3.35,17,9400896
272,0,723,49,1.0,1.0,2,2,0,0,1,0,5,3.6,3.7,3.7,3.67,28,11441627
273,5,1812,100,2.0,1.0,5,2,0,2,1,1,4,2.8,2.6,4.2,3.38,44,12922315
274,5,1788,145,1.0,1.0,4,1,1,2,1,1,4,4.6,3.0,5.0,4.38,17,14808412
275,6,1615,31,2.0,1.0,4,0,0,1,1,2,2,4.5,4.5,4.8,4.59,19,8436282
276,1,1755,85,1.0,1.0,4,1,0,1,2,1,4,3.8,4.5,2.1,3.295,43,11900953
277,0,1296,25,2.0,2.0,4,2,0,1,0,1,5,3.5,4.4,4.8,4.33,20,10338673
278,3,1554,18,2.0,1.0,4,0,1,1,2,2,4,2.7,2.5,3.8,3.08,6,10688922
279,1,1737,71,1.0,1.0,4,1,1,1,0,0,4,4.4,3.6,4.2,4.12,9,14893077
280,4,785,116,1.0,1.0,2,2,1,2,0,1,2,4.0,2.9,3.0,3.27,12,6046272
281,4,1678,70,2.0,2.0,4,4,1,0,2,0,1,3.3,2.9,4.9,3.82,35,12560595
282,3,2360,171,4.0,2.0,6,3,1,0,2,2,5,2.0,3.9,4.6,3.61,9,21005151
283,3,1464,2,2.0,1.0,4,2,1,2,2,2,3,4.8,4.0,3.1,3.88,28,9920740
284,3,1632,156,2.0,1.0,4,4,1,2,0,0,3,2.7,4.5,2.9,3.5032537884152344,19,11283896
285,6,1755,103,2.0,1.0,4,0,1,2,1,1,1,2.6,3.9,4.0,3.61,26,9157147
286,6,1556,105,2.0,1.0,4,4,0,2,2,2,4,4.6,2.4,4.4,3.55,20,9768764
287,0,1170,120,1.0,1.0,3,1,0,1,2,0,3,3.0,3.3,4.0,3.56,36,9490994
288,0,901,106,1.0,1.0,3,4,0,2,0,0,2,4.6,4.8,4.6,4.64,37,7994845
289,4,1160,184,1.0,1.0,3,4,1,0,2,0,0,4.0,4.9,2.9,3.83,19,9534946
290,4,1570,170,2.0,2.0,4,2,1,1,2,1,0,3.0,5.0,3.0,3.6,8,6778606
291,4,1476,167,2.0,2.0,4,0,0,0,2,2,4,4.4,3.4,4.4,4.1,32,12239696
292,4,586,190,1.0,1.0,2,2,1,2,1,2,2,4.4,2.9,2.2,3.07,19,5674312
293,4,1059,110,1.0,1.0,3,3,1,1,0,2,4,3.9,3.7,4.9,4.24,33,8343753
294,5,1712,1,1.0,1.0,4,0,1,1,2,0,4,3.5,4.7,3.1,3.62,6,14432415
295,0,847,7,1.0,1.0,3,4,0,2,2,0,3,2.6,2.1,2.7,2.55,39,7791992
296,4,1192,152,1.0,1.0,3,2,0,1,2,1,2,4.5,4.5,3.6,4.14,23,5678812
297,6,1942,126,3.0,2.0,5,4,1,0,0,1,4,4.1,3.4,2.7,3.37,25,17120558
298,4,557,105,1.0,1.0,2,2,1,2,1,1,2,4.3,3.0,2.8,3.31,17,4988023
299,6,1728,123,2.0,1.0,4,3,1,0,1,0,2,4.0,2.6,2.8,3.01,19,15643404
300,6,1798,23,2.0,1.0,4,2,1,0,0,0,5,3.0,3.4,4.0,3.48,29,17776916
301,4,1497,24,2.0,2.0,4,4,1,1,0,0,0,4.4,3.8,4.8,4.38,35,7319928
302,2,1173,27,1.0,1.0,3,3,1,1,2,1,3,3.1,2.1,3.2,2.73,32,8483274
303,1,1640,198,1.0,1.0,4,4,1,0,2,1,3,3.7,3.4,4.5,3.945,36,18519085
304,3,1747,82,2.0,1.0,4,4,1,2,2,2,4,2.2,4.9,3.1,3.37,17,11323914
305,4,1342,183,2.0,2.0,4,0,1,0,1,1,2,4.8,2.9,2.2,3.19,43,10093152
306,5,2000,31,2.0,1.0,5,1,0,1,2,1,5,4.1,3.9,2.4,3.285,27,14127168
307,6,1987,158,3.0,2.0,5,2,0,2,2,0,3,3.7,3.0,2.9,3.15,11,11747605
308,4,1567,2,2.0,2.0,4,2,0,2,0,0,1,4.2,2.9,4.5,3.93,17,8166250
309,4,1188,187,1.0,1.0,3,4,0,0,0,1,5,2.8,4.8,3.3,3.6,34,10379212
310,0,737,12,1.0,1.0,2,2,0,1,2,1,0,2.0,2.0,3.5,2.75,32,4047163
311,4,785,63,1.0,1.0,2,1,1,2,2,2,1,2.1,5.0,2.1,2.97,13,6197930
312,3,2078,13,3.0,2.0,5,0,0,1,2,2,3,2.3,2.8,4.6,3.5032537884152344,21,10278629
313,0,647,45,1.0,1.0,2,2,1,0,0,1,3,2.0,4.7,4.0,3.54,10,10024553
314,4,1171,111,1.0,1.0,3,1,1,2,0,1,0,4.0,4.8,2.2,3.52,16,6493193
315,3,2435,124,4.0,2.0,6,4,1,0,2,0,5,2.6,4.0,4.1,3.62,18,21461141
316,6,1805,29,3.0,2.0,5,1,1,0,0,2,4,2.6,4.7,5.0,4.27,16,17810855
317,4,1145,38,1.0,1.0,3,3,0,1,0,0,0,4.2,5.0,3.8,4.28,17,5857396
318,4,971,15,1.0,1.0,3,3,0,1,0,2,4,2.4,2.6,2.1,2.34,28,6974574
319,4,1657,78,2.0,2.0,4,0,1,2,2,0,4,3.6,2.5,3.8,3.35,39,10877718
320,6,1638,16,2.0,1.0,4,1,1,1,2,1,3,4.1,3.1,4.2,3.68,5,10123254
321,0,1284,141,2.0,2.0,4,3,1,0,1,2,4,3.4,2.1,4.3,3.59,5,16864527
322,0,1273,66,2.0,2.0,4,0,0,2,1,1,0,2.2,3.8,3.4,3.12,6,7779564
323,2,1185,188,1.0,1.0,3,3,1,1,1,0,4,3.5,3.1,3.0,3.19,20,10539031
324,5,1538,161,1.0,1.0,4,2,1,0,2,0,4,4.1,3.5,3.8,3.815,5,20423305
325,3,1929,84,3.0,2.0,5,3,0,2,0,2,3,4.1,2.5,3.1,3.22,30,10703027
326,3,1656,30,2.0,1.0,4,0,1,1,2,2,5,4.1,3.7,4.1,3.98,15,11466516
327,0,1287,9,2.0,2.0,4,2,1,0,2,0,2,2.6,4.3,2.3,2.79,15,15734279
328,5,1749,118,1.0,1.0,4,0,0,2,2,1,3,3.5,2.5,4.3,3.61,32,12240513
329,1,1585,188,1.0,1.0,4,2,0,0,0,1,4,2.3,4.2,2.1,3.5032537884152344,17,17956422
330,5,1962,180,2.0,1.0,5,3,1,2,2,2,5,4.8,3.9,3.6,4.035,34,16497510
331,3,1425,106,2.0,1.0,4,3,0,1,2,2,4,3.8,3.4,3.8,3.68,14,9050403
332,4,884,11,1.0,1.0,2,3,1,0,2,2,2,4.8,2.7,3.8,3.77,26,8738038
333,2,1052,159,1.0,1.0,3,3,0,2,2,1,3,4.4,2.0,4.4,3.44,10,8291370
334,5,1756,12,1.0,1.0,4,4,0,1,2,0,4,5.0,5.0,3.5,4.325,31,12710342
335,4,523,148,1.0,1.0,2,0,1,1,0,0,5,3.0,4.2,4.0,3.76,38,7803840
336,6,1524,33,2.0,1.0,4,2,1,2,2,2,5,3.9,3.2,3.8,3.56,22,11672274
337,5,1949,137,2.0,1.0,5,4,1,2,2,1,5,3.3,2.6,2.0,2.54,43,15130317
338,2,1263,61,2.0,1.0,4,1,0,2,2,0,4,4.7,3.5,2.2,3.47,22,11041216
339,3,1917,106,3.0,2.0,5,2,1,1,0,2,4,2.7,4.8,3.4,3.61,18,11664534
340,3,1401,100,2.0,1.0,4,4,0,1,2,2,3,2.2,4.7,3.0,3.27,20,7928914
341,2,723,8,1.0,1.0,2,2,0,2,0,0,5,2.7,4.1,5.0,3.95,17,8965757
342,5,1660,156,1.0,1.0,4,3,0,0,2,2,3,4.0,3.1,4.5,4.0,37,18588188
343,2,895,191,1.0,1.0,3,4,1,1,1,0,3,3.9,4.0,3.5,3.82,5,8863855
344,1,1889,160,2.0,1.0,5,4,1,1,1,0,5,3.5,2.4,2.4,2.785,45,14311645
345,2,1199,187,1.0,1.0,3,1,0,2,2,2,3,2.5,2.0,4.9,3.02,25,9417077
346,4,782,95,1.0,1.0,2,1,1,0,0,1,2,3.8,3.8,3.4,3.64,14,8246582
347,1,1571,124,1.0,1.0,4,4,1,2,2,2,4,3.9,2.5,4.8,3.91,25,13399659
348,3,1848,178,3.0,2.0,5,3,1,0,2,2,4,3.8,2.3,2.8,2.95,24,16804511
349,2,1131,64,1.0,1.0,3,1,1,2,2,1,4,4.6,4.7,3.2,4.22,20,10503346
350,4,1062,15,1.0,1.0,3,1,1,1,0,1,0,4.3,2.1,4.9,3.88,21,5618545
351,3,1983,148,3.0,2.0,5,1,1,1,0,2,5,2.3,4.3,2.1,2.82,24,12866619
352,6,1572,1,2.0,1.0,4,1,0,1,2,0,1,2.0,4.3,2.4,3.16,20,8516565
353,1,1535,149,1.0,1.0,4,2,0,2,1,0,3,3.6,3.1,4.3,3.755,32,11990068
354,5,1818,193,2.0,1.0,5,3,1,0,2,0,5,4.2,2.3,3.9,3.59,32,22861680
355,3,1484,54,2.0,1.0,4,4,1,2,2,0,3,3.4,2.5,4.2,3.5032537884152344,27,10298655
356,3,2189,60,3.0,2.0,5,1,0,2,2,0,3,4.9,4.5,2.7,3.9,15,12796192
357,2,1203,171,2.0,1.0,4,4,0,0,0,1,4,2.6,4.8,3.0,3.6,17,13571827
358,3,1610,140,2.0,1.0,4,4,1,0,0,0,5,2.9,2.2,4.6,3.37,24,16356891
359,0,863,26,1.0,1.0,3,0,1,1,2,2,0,3.1,3.7,3.1,3.22,7,6895848
360,4,985,61,1.0,1.0,3,4,0,2,0,0,4,2.2,4.4,2.3,2.9,20,7744750
361,4,1623,47,2.0,2.0,4,0,0,0,0,2,3,4.6,2.7,4.2,3.87,38,12439620
362,0,1019,153,1.0,1.0,3,4,0,1,1,0,1,3.7,3.5,3.4,3.51,29,6903319
363,4,1575,4,2.0,2.0,4,2,1,1,2,2,5,3.6,3.1,4.3,3.73,9,10576954
364,2,802,161,1.0,1.0,3,0,0,2,2,1,5,3.4,4.2,3.6,3.78,9,8279261
365,5,1846,190,2.0,1.0,5,3,0,2,2,1,3,2.8,2.0,5.0,3.59,34,13023948
366,2,759,131,1.0,1.0,2,1,0,2,0,2,4,4.0,4.7,3.0,3.98,15,8458953
367,3,2060,159,3.0,2.0,5,0,0,0,2,2,4,3.1,3.6,4.5,3.81,30,17069431
368,3,1503,183,2.0,1.0,4,4,1,2,2,0,5,4.3,4.5,3.2,3.92,19,11843908
369,6,1853,17,3.0,2.0,5,4,1,1,2,1,4,4.2,4.1,2.6,3.68,49,9840719
370,5,1739,16,1.0,1.0,4,1,1,0,2,2,4,4.5,4.9,4.0,4.375,37,21440036
371,4,766,38,1.0,1.0,2,2,1,0,2,2,5,4.8,2.2,2.0,2.9,50,9131987
372,2,857,27,1.0,1.0,3,0,1,2,0,1,4,3.0,2.4,4.8,3.3,26,8878226
373,5,1887,108,2.0,1.0,5,4,0,1,1,0,5,3.0,4.4,2.3,3.035,39,13584064
374,4,1502,98,2.0,2.0,4,3,0,1,2,1,5,2.2,2.2,2.4,2.28,7,8724596
375,6,1568,109,2.0,1.0,4,2,0,2,2,1,0,3.4,2.3,4.1,3.12,30,6711751
376,2,918,190,1.0,1.0,3,4,0,0,2,1,5,3.6,2.7,4.2,3.42,22,11289967
377,0,1289,70,2.0,2.0,4,3,0,0,0,0,3,3.2,3.9,2.3,2.89,40,15234515
378,3,1941,34,3.0,2.0,5,1,0,2,2,0,5,3.7,3.7,3.2,3.5,20,12998811
379,6,1730,146,2.0,1.0,4,0,1,2,2,1,4,2.0,4.7,2.6,3.4,23,11061108
380,6,1513,128,2.0,1.0,4,3,1,0,1,0,0,2.6,3.0,4.7,3.41,27,12931120
381,6,1762,142,2.0,1.0,4,2,1,1,2,1,3,2.7,2.1,4.8,3.06,24,9442995
382,1,1970,65,2.0,1.0,5,4,1,1,0,1,3,2.9,4.8,3.4,3.575,33,12924044
383,6,1702,129,2.0,1.0,4,0,0,0,2,1,2,4.4,2.3,2.3,2.83,45,12910286
384,6,1726,19,2.0,1.0,4,4,0,1,2,1,1,2.6,3.0,3.4,3.02,21,7144872
385,2,1243,164,2.0,1.0,4,2,1,0,2,0,4,2.7,3.5,4.1,3.44,9,16037480
386,6,1550,53,2.0,1.0,4,4,1,0,1,0,0,3.5,2.1,3.4,2.84,14,13129341
387,3,1830,123,3.0,2.0,5,1,1,0,0,0,3,3.2,2.0,3.4,2.92,14,17291017
388,4,1435,76,2.0,2.0,4,0,1,1,2,0,5,3.4,3.8,4.8,4.08,33,10289679
389,6,1729,105,2.0,1.0,4,4,1,2,1,2,3,4.4,4.8,2.0,3.86,5,11097459
390,5,1572,113,1.0,1.0,4,1,1,0,0,0,5,2.9,2.7,4.5,3.57,18,21730938
391,2,1145,74,1.0,1.0,3,1,1,0,2,0,3,4.3,2.7,2.5,3.12,16,14869088
392,2,1043,143,1.0,1.0,3,0,1,2,1,1,3,3.9,3.7,2.7,3.46,30,8608519
393,4,1332,137,1.0,1.0,3,3,0,2,2,2,5,3.5,3.4,4.2,3.75,44,8748929
394,4,608,41,1.0,1.0,2,2,1,0,1,1,2,4.5,3.9,2.5,3.52,15,6535181
395,0,676,67,1.0,1.0,2,4,1,0,2,1,2,3.2,2.4,2.1,2.49,31,8736484
396,6,1685,175,2.0,1.0,4,1,1,2,2,0,3,3.9,3.8,5.0,4.19,36,11637327
397,0,658,175,1.0,1.0,2,1,0,2,2,0,1,3.6,4.9,3.2,3.66,39,6357660
398,2,1008,99,1.0,1.0,3,1,0,2,2,2,4,5.0,4.4,3.9,4.43,32,9189606
399,1,1924,36,2.0,1.0,5,2,0,2,1,1,5,3.0,2.0,5.0,3.55,31,14178461
400,3,2112,77,3.0,2.0,5,1,0,0,2,0,3,2.8,3.0,2.1,2.58,13,17912656
401,2,917,177,1.0,1.0,3,3,1,0,2,0,3,2.8,2.8,4.4,3.28,37,12306099
402,4,1353,20,2.0,2.0,4,0,1,2,1,1,4,3.7,2.3,2.5,3.5032537884152344,8,8942552
403,1,1694,161,1.0,1.0,4,0,1,2,0,2,4,4.4,2.9,3.6,3.705,20,14757719
404,1,1625,192,1.0,1.0,4,1,1,0,0,1,3,4.3,5.0,4.3,4.475,43,19140335
405,1,1882,45,2.0,1.0,5,3,1,2,0,1,4,2.2,3.6,4.5,3.47,5,15573762
406,5,1924,80,2.0,1.0,5,3,1,0,0,1,5,2.9,2.5,2.5,2.62,23,22986067
407,2,894,89,1.0,1.0,3,0,0,0,2,1,5,2.9,4.6,2.6,3.49,28,11317696
408,4,904,82,1.0,1.0,3,3,1,2,2,1,4,2.4,4.2,3.4,3.34,40,7213013
409,0,1279,190,2.0,2.0,4,1,0,1,2,0,3,4.0,3.0,5.0,4.3,34,10292349
410,6,1547,23,2.0,1.0,4,0,0,2,1,0,5,4.9,3.5,2.5,3.55,47,10635482
411,4,626,193,1.0,1.0,2,2,0,1,0,2,3,4.2,3.4,3.7,3.76,25,5366970
412,5,1673,32,1.0,1.0,4,4,0,2,2,1,5,4.8,4.4,3.1,3.935,44,12739823
413,2,1296,65,2.0,1.0,4,4,1,2,2,0,3,4.4,3.6,2.5,3.51,14,11181402
414,3,2194,73,3.0,2.0,5,4,0,0,2,0,3,2.8,3.7,4.2,3.63,6,17729823
415,3,1678,200,2.0,1.0,4,4,0,0,2,2,4,4.2,3.4,3.0,3.48,16,14333356
416,2,702,190,1.0,1.0,2,1,1,1,1,1,5,2.0,2.6,3.0,2.54,18,8374237
417,0,1067,55,1.0,1.0,3,4,1,1,1,1,3,2.4,3.8,3.5,3.23,27,8294742
418,2,980,90,1.0,1.0,3,2,1,0,2,2,3,4.3,3.2,2.1,3.2,25,12344939
419,3,1989,185,3.0,2.0,5,1,1,1,2,2,5,2.7,3.3,2.7,2.88,20,12584880
420,2,1257,163,2.0,1.0,4,3,0,0,2,2,4,4.7,2.5,5.0,3.91,35,14312412
421,2,1069,55,1.0,1.0,3,3,1,2,0,0,3,2.5,4.6,4.9,4.06,21,10493571
422,4,606,86,1.0,1.0,2,0,0,0,2,1,4,2.6,4.4,3.8,3.62,13,6912682
423,4,1449,49,2.0,2.0,4,4,1,1,2,0,4,3.1,2.3,4.6,3.46,36,9419775
424,4,1154,170,1.0,1.0,3,2,0,1,2,2,5,3.5,4.7,5.0,4.46,12,8187320
425,0,927,72,1.0,1.0,3,2,0,0,2,0,5,4.7,5.0,2.6,3.71,33,13215576
426,4,1613,151,2.0,2.0,4,2,1,2,1,0,4,4.8,4.4,4.6,4.6,31,10688276
427,6,1851,106,3.0,2.0,5,1,1,1,0,0,5,4.9,4.5,2.5,4.0,55,12497260
428,6,1511,128,2.0,1.0,4,2,0,0,2,1,1,2.2,3.2,2.7,2.8,45,10963454
429,3,1765,6,2.0,1.0,4,0,0,2,2,2,3,2.6,5.0,3.7,3.76,29,9861858
430,4,1238,63,1.0,1.0,3,3,1,0,1,1,5,4.9,2.1,4.0,3.7,17,12043525
431,2,934,3,1.0,1.0,3,2,1,1,1,0,3,5.0,3.3,2.7,3.63,23,8799343
432,2,754,92,1.0,1.0,2,2,1,1,2,2,4,4.2,3.5,2.1,3.29,36,8052561
433,5,1736,60,1.0,1.0,4,4,1,2,0,2,4,2.2,2.4,3.0,2.61,10,14605410
434,2,980,18,1.0,1.0,3,0,1,1,2,0,3,3.1,4.7,3.9,3.98,33,8949118
435,4,1299,114,1.0,1.0,3,1,0,0,2,2,2,3.0,4.7,2.4,3.27,46,9852118
436,4,849,118,1.0,1.0,2,3,0,2,2,2,3,3.2,2.3,4.0,3.25,36,5963657
437,3,1450,169,2.0,1.0,4,1,1,2,0,2,3,3.8,4.4,2.4,3.5032537884152344,21,10723169
438,5,1634,11,1.0,1.0,4,4,1,1,2,2,5,4.8,3.3,2.6,3.435,31,13354053
439,4,1320,57,1.0,1.0,3,1,1,0,2,2,2,2.8,2.7,4.5,3.45,6,11580789
440,2,769,69,1.0,1.0,2,1,1,1,1,1,3,2.5,2.6,3.0,2.69,7,7501284
441,4,1150,32,1.0,1.0,3,4,1,1,2,0,2,2.9,3.8,3.0,3.21,32,7275244
442,2,908,39,1.0,1.0,3,3,0,2,0,2,3,4.7,2.0,4.3,3.5,36,7773369
443,4,1668,141,2.0,2.0,4,0,1,0,1,0,3,3.3,2.7,3.5,3.2,6,14292074
444,3,1990,149,3.0,2.0,5,1,0,1,2,0,3,5.0,2.2,4.5,3.96,6,11120813
445,1,1857,28,2.0,1.0,5,3,0,2,2,0,3,3.6,4.4,4.5,4.16,35,13900376
446,3,2061,115,3.0,2.0,5,4,1,0,2,0,4,2.5,2.4,2.2,2.35,14,18388162
447,3,1668,14,2.0,1.0,4,0,0,1,0,0,4,4.7,4.9,3.0,4.08,11,10767832
448,3,1444,198,2.0,1.0,4,3,0,1,0,0,4,3.9,5.0,3.3,3.99,26,9675482
449,2,1121,106,1.0,1.0,3,4,1,2,2,2,3,2.4,4.7,2.6,3.38,29,9389474
450,3,1514,4,2.0,1.0,4,3,1,1,2,2,3,5.0,4.1,3.5,4.13,23,9556670
451,2,1256,34,2.0,1.0,4,0,1,1,0,1,4,2.5,2.0,4.4,2.87,4,10415859
452,4,672,103,1.0,1.0,2,0,1,2,2,1,3,3.9,3.1,5.0,4.1,19,6165176
453,0,908,112,1.0,1.0,3,2,1,0,0,0,4,4.9,4.6,2.8,3.79,37,13649903
454,4,1631,22,2.0,2.0,4,3,1,1,1,2,4,4.5,2.6,4.3,3.85,18,9891468
455,0,1001,58,1.0,1.0,3,3,1,2,0,0,4,3.8,3.5,2.7,3.19,37,11070976
456,6,1618,8,2.0,1.0,4,3,0,0,0,2,0,4.2,4.5,3.7,4.19,48,12012500
457,3,2340,129,4.0,2.0,6,1,1,2,2,2,3,3.7,3.0,4.6,3.85,20,13802781
458,4,1159,121,1.0,1.0,3,1,0,2,2,1,3,2.1,4.5,4.4,3.74,50,6512453
459,6,1775,43,2.0,1.0,4,0,1,2,0,2,3,3.5,4.8,4.5,4.39,25,11627306
460,2,1008,30,1.0,1.0,3,4,0,0,2,0,5,3.7,2.0,3.2,2.87,19,13183433
461,6,1563,57,2.0,1.0,4,3,1,0,0,2,5,4.1,4.7,2.7,3.95,12,16385318
462,3,1723,35,2.0,1.0,4,3,1,1,0,0,4,2.3,2.7,5.0,3.5,6,12031575
463,6,1543,55,2.0,1.0,4,3,0,0,1,1,5,3.8,4.5,2.2,3.64,47,13532929
464,2,1231,161,2.0,1.0,4,1,0,2,1,0,4,4.4,2.0,3.2,3.08,29,10702820
465,5,1995,111,2.0,1.0,5,2,0,2,2,2,4,3.9,3.5,3.2,3.485,32,14664415
466,3,2113,28,3.0,2.0,5,1,0,2,2,2,5,4.4,4.4,2.9,3.8,28,12999489
467,5,1849,93,2.0,1.0,5,4,1,0,2,0,5,2.3,3.3,3.1,2.91,24,23276726
468,2,1095,144,1.0,1.0,3,1,1,2,2,2,3,5.0,4.9,2.8,4.3,12,10401251
469,4,1057,187,1.0,1.0,3,1,0,0,2,2,3,3.8,3.5,4.2,3.87,46,9271868
470,4,841,187,1.0,1.0,2,4,1,1,2,0,2,4.1,2.5,3.8,3.5,25,6560764
471,0,693,80,1.0,1.0,2,1,1,1,1,0,1,3.0,3.3,4.6,3.86,34,7223486
472,1,1666,173,1.0,1.0,4,4,0,1,0,0,4,4.2,3.8,3.6,3.86,24,12446949
473,5,1517,131,1.0,1.0,4,1,1,0,0,0,5,4.0,4.4,3.6,3.92,43,20689845
474,1,1854,72,2.0,1.0,5,2,0,0,0,0,3,4.1,2.7,2.2,2.99,43,20557014
475,0,789,117,1.0,1.0,2,0,0,0,0,2,0,4.5,4.1,2.4,3.37,38,8527268
476,2,760,24,1.0,1.0,2,0,1,1,1,2,4,3.7,3.8,4.0,3.83,4,8538768
477,2,1137,29,1.0,1.0,3,2,0,2,0,2,3,4.7,2.2,4.8,3.73,11,9242304
478,1,1687,6,1.0,1.0,4,2,1,0,1,0,3,3.9,3.6,3.9,3.825,13,20531471
479,4,984,183,1.0,1.0,3,2,1,1,2,1,1,2.7,2.7,4.7,3.5032537884152344,13,5581084
480,4,1662,154,2.0,2.0,4,0,0,0,0,0,3,2.3,4.2,4.4,3.71,14,13582205
481,0,1065,75,1.0,1.0,3,1,0,2,2,2,2,4.9,5.0,3.5,4.22,19,9127102
482,3,1621,101,2.0,1.0,4,2,0,2,2,2,5,3.6,4.7,2.4,3.45,29,10504036
483,2,703,60,1.0,1.0,2,3,1,2,2,1,5,2.0,4.2,4.5,3.63,21,8544671
484,2,1221,62,2.0,1.0,4,0,0,2,2,0,4,2.1,2.5,4.0,2.83,34,10324934
485,3,1577,22,2.0,1.0,4,2,0,0,2,0,3,4.5,2.0,3.4,3.31,11,13967845
486,2,989,193,1.0,1.0,3,3,1,2,2,2,5,4.2,4.0,2.7,3.67,4,11038488
487,3,1368,6,2.0,1.0,4,1,1,2,0,0,4,3.3,4.0,4.4,3.95,28,11514420
488,3,2365,128,4.0,2.0,6,2,1,0,2,2,4,2.9,3.3,3.2,3.14,30,19513567
489,1,1525,119,1.0,1.0,4,3,0,0,0,2,4,4.2,3.9,5.0,4.445,32,18339520
490,0,1180,63,1.0,1.0,3,1,1,1,2,2,2,2.5,3.2,3.1,2.94,19,9867465
491,4,1122,58,1.0,1.0,3,0,0,2,2,0,2,3.4,5.0,4.0,4.12,18,7219934
492,1,1775,152,1.0,1.0,4,4,1,0,0,2,3,2.7,4.0,2.6,2.985,33,20409562
493,1,1877,47,2.0,1.0,5,2,0,2,0,1,4,4.5,2.9,2.5,3.3,30,13639348
494,2,760,127,1.0,1.0,2,0,0,1,0,0,5,4.1,2.9,2.8,3.23,17,8646740
495,3,2297,51,4.0,2.0,6,2,0,2,0,2,3,3.8,3.4,2.9,3.32,17,12171304
496,4,787,43,1.0,1.0,2,4,1,2,2,0,4,4.2,2.9,4.1,3.77,9,8326199
497,3,2317,37,4.0,2.0,6,0,0,1,2,2,3,5.0,4.6,2.2,3.76,28,11226809
498,4,749,187,1.0,1.0,2,2,1,1,2,0,1,3.4,3.8,3.0,3.36,34,5566158
499,6,1616,188,2.0,1.0,4,2,0,1,2,2,5,4.4,3.7,2.6,3.55,14,10303530
500,0,1284,199,2.0,2.0,4,0,1,1,2,2,3,2.3,2.4,2.4,2.37,25,10369969
501,2,756,176,1.0,1.0,2,0,1,0,1,1,5,3.1,4.4,2.2,3.35,38,10897224
502,2,1238,132,2.0,1.0,4,3,0,1,1,2,5,3.3,4.1,2.6,3.41,34,9710390
503,2,1236,41,2.0,1.0,4,0,1,1,2,2,3,3.6,2.7,4.3,3.45,31,9733183
504,5,1664,108,1.0,1.0,4,3,0,2,0,2,5,2.3,4.3,4.4,3.745,42,13888001
505,1,1537,37,1.0,1.0,4,3,0,0,2,2,5,3.6,4.2,3.4,3.67,19,19101819
506,6,1731,184,2.0,1.0,4,4,0,0,2,2,3,2.4,4.2,4.3,3.78,44,14260443
507,2,929,39,1.0,1.0,3,1,1,1,2,2,3,3.1,4.5,3.4,3.75,4,9236974
508,2,786,21,1.0,1.0,2,3,0,1,1,0,5,3.0,4.0,3.1,3.43,20,8521418
509,4,1370,178,2.0,2.0,4,1,1,2,2,2,3,3.6,2.6,5.0,3.86,14,9672765
510,4,1685,58,2.0,2.0,4,0,0,1,2,0,1,3.8,4.8,2.1,3.42,39,7379652
511,5,1549,77,1.0,1.0,4,1,0,1,2,2,5,4.8,3.1,4.8,4.375,30,12691798
512,1,1539,107,1.0,1.0,4,1,1,0,1,2,3,3.1,3.8,2.4,2.995,18,19001228
513,1,1898,111,2.0,1.0,5,0,0,2,2,1,5,4.4,2.5,3.2,3.5032537884152344,42,13916654
514,2,918,131,1.0,1.0,3,4,1,0,2,2,3,4.9,4.1,2.2,3.77,5,12209527
515,2,774,50,1.0,1.0,2,0,1,2,0,2,5,2.9,3.9,5.0,3.93,36,9395721
516,2,1072,36,1.0,1.0,3,4,0,0,0,0,3,4.5,2.5,3.7,3.46,37,12353708
517,2,1239,59,2.0,1.0,4,1,1,2,1,0,3,3.3,3.4,4.5,3.7,22,11229326
518,3,1362,96,2.0,1.0,4,1,0,0,2,0,3,2.5,3.9,3.8,3.44,27,12754077
